NOC,Sport,Year,Total_Athletes,Gold,Silver,Bronze,Total_Medals
ARG,Volleyball,2020,24,0,0,12,12
ARG,Volleyball,2024,13,0,0,0,0
ARG,Weightlifting,1924,3,0,0,0,0
ARG,Weightlifting,1928,3,0,0,0,0
ARG,Weightlifting,1932,1,0,0,0,0
ARG,Weightlifting,1948,8,0,0,0,0
ARG,Weightlifting,1952,5,0,0,1,1
ARG,Weightlifting,1956,2,0,1,0,1
ARG,Weightlifting,1964,2,0,0,0,0
ARG,Weightlifting,1968,1,0,0,0,0
ARG,Weightlifting,1992,2,0,0,0,0
ARG,Weightlifting,1996,3,0,0,0,0
ARG,Weightlifting,2000,2,0,0,0,0
ARG,Weightlifting,2004,2,0,0,0,0
ARG,Weightlifting,2008,1,0,0,0,0
ARG,Weightlifting,2016,1,0,0,0,0
ARG,Wrestling,1928,5,0,0,0,0
ARG,Wrestling,1948,8,0,0,0,0
ARG,Wrestling,1952,7,0,0,0,0
ARG,Wrestling,1956,4,0,0,0,0
ARG,Wrestling,1960,4,0,0,0,0
ARG,Wrestling,1964,8,0,0,0,0
ARG,Wrestling,1968,6,0,0,0,0
ARG,Wrestling,1972,6,0,0,0,0
ARG,Wrestling,1976,6,0,0,0,0
ARG,Wrestling,1984,6,0,0,0,0
ARG,Wrestling,1988,4,0,0,0,0
ARG,Wrestling,1992,1,0,0,0,0
ARG,Wrestling,1996,1,0,0,0,0
ARG,Wrestling,2012,1,0,0,0,0
ARG,Wrestling,2016,1,0,0,0,0
ARG,Wrestling,2020,1,0,0,0,0
ARM,Artistic Gymnastics,2020,2,0,0,1,1
ARM,Artistic Gymnastics,2024,4,0,1,0,1
ARM,Athletics,1996,2,0,0,0,0
ARM,Athletics,2000,3,0,0,0,0
ARM,Athletics,2004,2,0,0,0,0
ARM,Athletics,2008,2,0,0,0,0
ARM,Athletics,2012,4,0,0,0,0
ARM,Athletics,2016,5,0,0,0,0
ARM,Athletics,2020,1,0,0,0,0
ARM,Athletics,2024,1,0,0,0,0
ARM,Boxing,1996,4,0,0,0,0
ARM,Boxing,2000,3,0,0,0,0
ARM,Boxing,2004,1,0,0,0,0
ARM,Boxing,2008,4,0,0,1,1
ARM,Boxing,2012,1,0,0,0,0
ARM,Boxing,2016,5,0,0,0,0
ARM,Boxing,2020,3,0,0,1,1
ARM,Boxing,2024,1,0,0,0,0
ARM,Canoeing,2000,2,0,0,0,0
ARM,Cycling,1996,1,0,0,0,0
ARM,Gymnastics,1996,7,0,0,0,0
ARM,Gymnastics,2012,7,0,0,0,0
ARM,Gymnastics,2016,6,0,0,0,0
ARM,Judo,1996,1,0,0,0,0
ARM,Judo,2000,1,0,0,0,0
ARM,Judo,2004,1,0,0,0,0
ARM,Judo,2008,2,0,0,0,0
ARM,Judo,2012,2,0,0,0,0
ARM,Judo,2016,1,0,0,0,0
ARM,Judo,2020,1,0,0,0,0
ARM,Shooting,1996,1,0,0,0,0
ARM,Shooting,2000,1,0,0,0,0
ARM,Shooting,2004,2,0,0,0,0
ARM,Shooting,2008,2,0,0,0,0
ARM,Shooting,2012,2,0,0,0,0
ARM,Shooting,2016,1,0,0,0,0
ARM,Shooting,2020,1,0,0,0,0
ARM,Shooting,2024,1,0,0,0,0
ARM,Taekwondo,2012,1,0,0,0,0
ARM,Tennis,1996,1,0,0,0,0
ARM,Tennis,2000,1,0,0,0,0
ARM,Tennis,2004,1,0,0,0,0
ARM,Weightlifting,1996,10,0,0,0,0
ARM,Weightlifting,2000,4,0,0,1,1
ARM,Weightlifting,2004,4,0,0,0,0
ARM,Weightlifting,2008,6,0,0,3,3
ARM,Weightlifting,2012,5,0,0,1,1
ARM,Weightlifting,2016,7,0,2,0,2
ARM,Weightlifting,2020,2,0,1,0,1
ARM,Weightlifting,2024,3,0,1,0,1
ARM,Wrestling,1996,8,1,1,0,2
ARM,Wrestling,2000,8,0,0,0,0
ARM,Wrestling,2004,7,0,0,0,0
ARM,Wrestling,2008,9,0,0,2,2
ARM,Wrestling,2012,7,0,1,1,2
ARM,Wrestling,2016,8,1,1,0,2
ARM,Wrestling,2020,6,0,1,0,1
ARM,Wrestling,2024,5,0,1,1,2
ARU,Athletics,1988,3,0,0,0,0
ARU,Athletics,1992,2,0,0,0,0
ARU,Athletics,1996,1,0,0,0,0
ARU,Athletics,2000,2,0,0,0,0
ARU,Athletics,2004,1,0,0,0,0
ARU,Boxing,1988,2,0,0,0,0
ARU,Cycling,1992,2,0,0,0,0
ARU,Cycling,1996,1,0,0,0,0
ARU,Cycling BMX Racing,2024,1,0,0,0,0
ARU,Fencing,1988,2,0,0,0,0
ARU,Judo,1988,1,0,0,0,0
ARU,Judo,2000,1,0,0,0,0
ARU,Judo,2008,1,0,0,0,0
ARU,Judo,2012,1,0,0,0,0
ARU,Judo,2016,1,0,0,0,0
ARU,Sailing,1992,1,0,0,0,0
ARU,Sailing,2016,3,0,0,0,0
ARU,Sailing,2024,2,0,0,0,0
ARU,Shooting,2020,1,0,0,0,0
ARU,Shooting,2024,1,0,0,0,0
ARU,Taekwondo,2016,1,0,0,0,0
ARU,Weightlifting,1996,1,0,0,0,0
ARU,Weightlifting,2004,1,0,0,0,0
ARU,Weightlifting,2012,1,0,0,0,0
ASA,Archery,2000,1,0,0,0,0
ASA,Athletics,1988,1,0,0,0,0
ASA,Athletics,1996,2,0,0,0,0
ASA,Athletics,2000,2,0,0,0,0
ASA,Athletics,2004,2,0,0,0,0
ASA,Athletics,2008,1,0,0,0,0
ASA,Athletics,2012,1,0,0,0,0
ASA,Athletics,2016,2,0,0,0,0
ASA,Athletics,2020,1,0,0,0,0
ASA,Athletics,2024,1,0,0,0,0
ASA,Boxing,1988,2,0,0,0,0
ASA,Boxing,1992,2,0,0,0,0
ASA,Boxing,1996,1,0,0,0,0
ASA,Judo,2008,1,0,0,0,0
ASA,Judo,2012,1,0,0,0,0
ASA,Judo,2016,1,0,0,0,0
ASA,Sailing,1996,2,0,0,0,0
ASA,Sailing,2020,2,0,0,0,0
ASA,Weightlifting,1988,2,0,0,0,0
ASA,Weightlifting,1992,1,0,0,0,0
ASA,Weightlifting,1996,1,0,0,0,0
ASA,Weightlifting,2000,1,0,0,0,0
ASA,Weightlifting,2004,1,0,0,0,0
ASA,Weightlifting,2016,1,0,0,0,0
ASA,Weightlifting,2020,1,0,0,0,0
ASA,Wrestling,1988,1,0,0,0,0
ASA,Wrestling,1996,1,0,0,0,0
AUS,3x3 Basketball,2024,4,0,0,0,0
AUS,"3x3 Basketball, Basketball",2024,1,0,0,0,0
AUS,Archery,1972,3,0,0,0,0
AUS,Archery,1976,4,0,0,0,0
AUS,Archery,1980,3,0,0,0,0
AUS,Archery,1984,2,0,0,0,0
AUS,Archery,1988,6,0,0,0,0
AUS,Archery,1992,6,0,0,0,0
AUS,Archery,1996,8,0,0,0,0
AUS,Archery,2000,12,1,0,0,1
AUS,Archery,2004,12,0,0,1,1
AUS,Archery,2008,8,0,0,0,0
AUS,Archery,2012,2,0,0,0,0
AUS,Archery,2016,7,0,0,3,3
AUS,Archery,2020,9,0,0,0,0
AUS,Archery,2024,4,0,0,0,0
AUS,Artistic Gymnastics,2020,12,0,0,0,0
AUS,Artistic Gymnastics,2024,40,0,0,0,0
AUS,Athletics,1896,3,2,0,0,2
AUS,Athletics,1900,4,1,0,3,4
AUS,Athletics,1904,2,0,0,0,0
AUS,Athletics,1906,7,0,0,2,2
AUS,Athletics,1920,8,0,1,0,1
AUS,Athletics,1924,18,1,0,0,1
AUS,Athletics,1928,13,0,0,0,0
AUS,Athletics,1932,5,0,0,0,0
AUS,Athletics,1936,8,0,0,1,1
AUS,Athletics,1948,34,1,6,2,9
AUS,Athletics,1952,40,3,0,1,4
AUS,Athletics,1956,96,7,6,6,19
AUS,Athletics,1960,45,1,2,1,4
AUS,Athletics,1964,60,1,1,4,6
AUS,Athletics,1968,35,2,3,1,6
AUS,Athletics,1972,36,0,2,0,2
AUS,Athletics,1976,47,0,0,0,0
AUS,Athletics,1980,25,0,1,0,1
AUS,Athletics,1984,42,1,1,1,3
AUS,Athletics,1988,38,1,1,0,2
AUS,Athletics,1992,42,0,0,2,2
AUS,Athletics,1996,72,0,2,0,2
AUS,Athletics,2000,104,1,2,0,3
AUS,Athletics,2004,45,0,4,2,6
AUS,Athletics,2008,45,1,2,1,4
AUS,Athletics,2012,55,1,2,0,3
AUS,Athletics,2016,65,0,1,1,2
AUS,Athletics,2020,65,0,1,2,3
AUS,Athletics,2024,90,1,2,5,8
AUS,Badminton,1992,4,0,0,0,0
AUS,Badminton,1996,13,0,0,0,0
AUS,Badminton,2000,16,0,0,0,0
AUS,Badminton,2004,8,0,0,0,0
AUS,Badminton,2008,6,0,0,0,0
AUS,Badminton,2012,5,0,0,0,0
AUS,Badminton,2016,5,0,0,0,0
AUS,Badminton,2020,5,0,0,0,0
AUS,Badminton,2024,3,0,0,0,0
AUS,Basketball,1956,12,0,0,0,0
AUS,Basketball,1964,12,0,0,0,0
AUS,Basketball,1972,12,0,0,0,0
AUS,Basketball,1976,12,0,0,0,0
AUS,Basketball,1980,12,0,0,0,0
AUS,Basketball,1984,24,0,0,0,0
AUS,Basketball,1988,22,0,0,0,0
AUS,Basketball,1992,12,0,0,0,0
AUS,Basketball,1996,24,0,0,12,12
AUS,Basketball,2000,24,0,12,0,12
AUS,Basketball,2004,24,0,12,0,12
AUS,Basketball,2008,24,0,12,0,12
AUS,Basketball,2012,24,0,0,12,12
AUS,Basketball,2016,24,0,0,0,0
AUS,Basketball,2020,24,0,0,12,12
AUS,Basketball,2024,23,0,0,11,11
AUS,Beach Volleyball,1996,6,0,0,2,2
AUS,Beach Volleyball,2000,10,2,0,0,2
AUS,Beach Volleyball,2004,8,0,0,0,0
AUS,Beach Volleyball,2008,4,0,0,0,0
AUS,Beach Volleyball,2012,4,0,0,0,0
AUS,Beach Volleyball,2016,4,0,0,0,0
AUS,Beach Volleyball,2020,4,0,2,0,2
AUS,Beach Volleyball,2024,6,0,0,0,0
AUS,Boxing,1924,3,0,0,0,0
AUS,Boxing,1936,3,0,0,0,0
AUS,Boxing,1948,7,0,0,0,0
AUS,Boxing,1952,5,0,0,0,0
AUS,Boxing,1956,9,0,0,1,1
AUS,Boxing,1960,10,0,0,2,2
AUS,Boxing,1964,10,0,0,0,0
AUS,Boxing,1968,4,0,0,0,0
AUS,Boxing,1972,4,0,0,0,0
AUS,Boxing,1976,4,0,0,0,0
AUS,Boxing,1980,2,0,0,0,0
AUS,Boxing,1984,5,0,0,0,0
AUS,Boxing,1988,4,0,1,0,1
AUS,Boxing,1992,6,0,0,0,0
AUS,Boxing,1996,8,0,0,0,0
AUS,Boxing,2000,9,0,0,0,0
AUS,Boxing,2004,9,0,0,0,0
AUS,Boxing,2008,9,0,0,0,0
AUS,Boxing,2012,11,0,0,0,0
AUS,Boxing,2016,3,0,0,0,0
AUS,Boxing,2020,5,0,0,1,1
AUS,Boxing,2024,12,0,0,2,2
AUS,Breaking,2024,2,0,0,0,0
AUS,Canoeing,1956,13,0,0,2,2
AUS,Canoeing,1960,11,0,0,0,0
AUS,Canoeing,1964,12,0,0,0,0
AUS,Canoeing,1968,7,0,0,0,0
AUS,Canoeing,1972,7,0,0,0,0
AUS,Canoeing,1976,10,0,0,0,0
AUS,Canoeing,1980,8,0,1,0,1
AUS,Canoeing,1984,10,0,0,2,2
AUS,Canoeing,1988,10,0,1,2,3
AUS,Canoeing,1992,20,1,1,4,6
AUS,Canoeing,1996,24,0,0,5,5
AUS,Canoeing,2000,22,0,2,1,3
AUS,Canoeing,2004,19,0,3,0,3
AUS,Canoeing,2008,22,1,1,6,8
AUS,Canoeing,2012,27,4,1,0,5
AUS,Canoeing,2016,20,0,0,3,3
AUS,Cycling,1920,3,0,0,0,0
AUS,Cycling,1924,6,0,0,0,0
AUS,Cycling,1928,2,0,0,1,1
AUS,Cycling,1932,2,1,0,0,1
AUS,Cycling,1936,4,0,0,0,0
AUS,Cycling,1948,14,0,0,0,0
AUS,Cycling,1952,16,3,1,0,4
AUS,Cycling,1956,16,2,0,1,3
AUS,Cycling,1960,16,0,0,0,0
AUS,Cycling,1964,14,0,0,0,0
AUS,Cycling,1968,14,0,0,0,0
AUS,Cycling,1972,15,0,3,0,3
AUS,Cycling,1976,15,0,0,0,0
AUS,Cycling,1980,15,0,0,0,0
AUS,Cycling,1984,19,4,0,0,4
AUS,Cycling,1988,20,0,2,6,8
AUS,Cycling,1992,19,1,7,0,8
AUS,Cycling,1996,28,0,1,8,9
AUS,Cycling,2000,38,2,2,5,9
AUS,Cycling,2004,37,12,2,3,17
AUS,Cycling,2008,37,0,1,0,1
AUS,Cycling,2012,35,1,5,4,10
AUS,Cycling,2016,43,0,5,1,6
AUS,Cycling BMX Freestyle,2020,2,1,0,0,1
AUS,Cycling BMX Freestyle,2024,2,0,0,1,1
AUS,Cycling BMX Racing,2020,3,0,0,0,0
AUS,Cycling BMX Racing,2024,3,1,0,0,1
AUS,Cycling Mountain Bike,2020,2,0,0,0,0
AUS,Cycling Mountain Bike,2024,1,0,0,0,0
AUS,Cycling Road,2020,11,0,0,1,1
AUS,Cycling Road,2024,8,1,0,0,1
AUS,Cycling Track,2020,32,0,0,6,6
AUS,Cycling Track,2024,37,5,2,5,12
AUS,Equestrian,2020,18,0,4,1,5
AUS,Equestrian,2024,22,0,1,0,1
AUS,Equestrianism,1956,7,0,0,0,0
AUS,Equestrianism,1960,8,5,1,0,6
AUS,Equestrianism,1964,14,0,0,0,0
AUS,Equestrianism,1968,14,0,0,4,4
AUS,Equestrianism,1972,8,0,0,0,0
AUS,Equestrianism,1976,14,0,0,4,4
AUS,Equestrianism,1984,16,0,0,0,0
AUS,Equestrianism,1988,17,0,0,0,0
AUS,Equestrianism,1992,9,5,0,0,5
AUS,Equestrianism,1996,16,4,0,0,4
AUS,Equestrianism,2000,23,4,1,0,5
AUS,Equestrianism,2004,13,0,0,0,0
AUS,Equestrianism,2008,24,0,5,0,5
AUS,Equestrianism,2012,24,0,0,0,0
AUS,Equestrianism,2016,24,0,0,4,4
AUS,Fencing,1952,23,0,0,0,0
AUS,Fencing,1956,27,0,0,0,0
AUS,Fencing,1960,19,0,0,0,0
AUS,Fencing,1964,32,0,0,0,0
AUS,Fencing,1968,11,0,0,0,0
AUS,Fencing,1972,4,0,0,0,0
AUS,Fencing,1976,4,0,0,0,0
AUS,Fencing,1980,4,0,0,0,0
AUS,Fencing,1984,3,0,0,0,0
AUS,Fencing,1988,3,0,0,0,0
AUS,Fencing,1992,2,0,0,0,0
AUS,Fencing,1996,1,0,0,0,0
AUS,Fencing,2000,9,0,0,0,0
AUS,Fencing,2004,3,0,0,0,0
AUS,Fencing,2008,2,0,0,0,0
AUS,Football,1956,11,0,0,0,0
AUS,Football,1988,17,0,0,0,0
AUS,Football,1992,19,0,0,0,0
AUS,Football,1996,16,0,0,0,0
AUS,Football,2000,32,0,0,0,0
AUS,Football,2004,32,0,0,0,0
AUS,Football,2008,17,0,0,0,0
AUS,Football,2016,17,0,0,0,0
AUS,Football,2020,44,0,0,0,0
AUS,Football,2024,19,0,0,0,0
AUS,Golf,2016,4,0,0,0,0
AUS,Golf,2020,4,0,0,0,0
AUS,Golf,2024,4,0,0,0,0
AUS,Gymnastics,1956,63,0,0,0,0
AUS,Gymnastics,1960,24,0,0,0,0
AUS,Gymnastics,1964,78,0,0,0,0
AUS,Gymnastics,1968,12,0,0,0,0
AUS,Gymnastics,1972,19,0,0,0,0
AUS,Gymnastics,1976,19,0,0,0,0
AUS,Gymnastics,1980,17,0,0,0,0
AUS,Gymnastics,1984,24,0,0,0,0
AUS,Gymnastics,1988,17,0,0,0,0
AUS,Gymnastics,1992,43,0,0,0,0
AUS,Gymnastics,1996,55,0,0,0,0
AUS,Gymnastics,2000,46,0,0,0,0
AUS,Gymnastics,2004,36,0,0,0,0
AUS,Gymnastics,2008,33,0,0,0,0
AUS,Gymnastics,2012,25,0,0,0,0
AUS,Gymnastics,2016,2,0,0,0,0
AUS,Handball,2000,30,0,0,0,0
AUS,Judo,1964,4,0,0,1,1
AUS,Judo,1972,5,0,0,0,0
AUS,Judo,1976,3,0,0,0,0
AUS,Judo,1980,3,0,0,0,0
AUS,Judo,1984,3,0,0,0,0
AUS,Judo,1988,3,0,0,0,0
AUS,Judo,1992,2,0,0,0,0
AUS,Judo,1996,12,0,0,0,0
AUS,Judo,2000,14,0,0,1,1
AUS,Judo,2004,12,0,0,0,0
AUS,Judo,2008,13,0,0,0,0
AUS,Judo,2012,6,0,0,0,0
AUS,Judo,2016,7,0,0,0,0
AUS,Judo,2020,3,0,0,0,0
AUS,Judo,2024,3,0,0,0,0
AUS,Modern Pentathlon,1952,1,0,0,0,0
AUS,Modern Pentathlon,1956,6,0,0,0,0
AUS,Modern Pentathlon,1960,6,0,0,0,0
AUS,Modern Pentathlon,1964,6,0,0,0,0
AUS,Modern Pentathlon,1968,6,0,0,0,0
AUS,Modern Pentathlon,1972,2,0,0,0,0
AUS,Modern Pentathlon,1976,2,0,0,0,0
AUS,Modern Pentathlon,1980,1,0,0,0,0
AUS,Modern Pentathlon,1984,6,0,0,0,0
AUS,Modern Pentathlon,1988,1,0,0,0,0
AUS,Modern Pentathlon,1992,6,0,0,0,0
AUS,Modern Pentathlon,1996,1,0,0,0,0
AUS,Modern Pentathlon,2000,2,0,0,0,0
AUS,Modern Pentathlon,2004,2,0,0,0,0
AUS,Modern Pentathlon,2008,1,0,0,0,0
AUS,Modern Pentathlon,2012,2,0,0,0,0
AUS,Modern Pentathlon,2016,2,1,0,0,1
AUS,Modern Pentathlon,2020,2,0,0,0,0
AUS,Modern Pentathlon,2024,1,0,0,0,0
AUS,Rhythmic Gymnastics,1984,2,0,0,0,0
AUS,Rhythmic Gymnastics,2000,1,0,0,0,0
AUS,Rhythmic Gymnastics,2004,1,0,0,0,0
AUS,Rhythmic Gymnastics,2008,1,0,0,0,0
AUS,Rhythmic Gymnastics,2012,1,0,0,0,0
AUS,Rhythmic Gymnastics,2016,1,0,0,0,0
AUS,Rhythmic Gymnastics,2020,6,0,0,0,0
AUS,Rhythmic Gymnastics,2024,6,0,0,0,0
AUS,Rowing,1924,10,0,0,0,0
AUS,Rowing,1928,1,1,0,0,1
AUS,Rowing,1932,1,1,0,0,1
AUS,Rowing,1936,12,0,0,0,0
AUS,Rowing,1948,8,1,0,0,1
AUS,Rowing,1952,14,0,1,9,10
AUS,Rowing,1956,26,0,1,11,12
AUS,Rowing,1960,25,0,0,0,0
AUS,Rowing,1964,26,0,0,0,0
AUS,Rowing,1968,11,0,9,0,9
AUS,Rowing,1972,16,0,0,0,0
AUS,Rowing,1976,13,0,0,0,0
AUS,Rowing,1980,16,0,0,0,0
AUS,Rowing,1984,25,0,4,14,18
AUS,Rowing,1988,16,0,0,0,0
AUS,Rowing,1992,28,6,0,0,6
AUS,Rowing,1996,47,6,2,8,16
AUS,Rowing,2000,45,0,15,6,21
AUS,Rowing,2004,45,2,4,13,19
AUS,Rowing,2008,48,4,4,0,8
AUS,Rowing,2012,47,0,8,5,13
AUS,Rowing,2016,29,1,8,0,9
AUS,Rowing,2020,40,8,0,8,16
AUS,Rowing,2024,38,0,0,2,2
AUS,Rugby Sevens,2016,25,12,0,0,12
AUS,Rugby Sevens,2020,26,0,0,0,0
AUS,Rugby Sevens,2024,25,0,0,0,0
AUS,Sailing,1948,3,0,0,0,0
AUS,Sailing,1952,6,0,0,0,0
AUS,Sailing,1956,11,0,2,3,5
AUS,Sailing,1960,11,0,0,0,0
AUS,Sailing,1964,11,3,0,0,3
AUS,Sailing,1968,11,0,0,0,0
AUS,Sailing,1972,13,5,0,0,5
AUS,Sailing,1976,12,0,0,3,3
AUS,Sailing,1984,13,0,0,2,2
AUS,Sailing,1988,13,0,0,0,0
AUS,Sailing,1992,13,0,0,3,3
AUS,Sailing,1996,16,0,2,2,4
AUS,Sailing,2000,18,4,2,1,7
AUS,Sailing,2004,18,0,0,0,0
AUS,Sailing,2008,17,4,2,0,6
AUS,Sailing,2012,13,5,3,0,8
AUS,Sailing,2016,11,1,6,0,7
AUS,Sailing,2020,13,3,0,0,3
AUS,Sailing,2024,12,1,1,0,2
AUS,Shooting,1948,6,0,0,0,0
AUS,Shooting,1956,14,0,0,0,0
AUS,Shooting,1960,10,0,0,0,0
AUS,Shooting,1964,8,0,0,0,0
AUS,Shooting,1968,3,0,0,0,0
AUS,Shooting,1972,4,0,0,0,0
AUS,Shooting,1976,7,0,0,0,0
AUS,Shooting,1980,2,0,0,0,0
AUS,Shooting,1984,11,0,0,1,1
AUS,Shooting,1988,18,0,0,0,0
AUS,Shooting,1992,10,0,0,0,0
AUS,Shooting,1996,20,2,0,1,3
AUS,Shooting,2000,32,1,1,1,3
AUS,Shooting,2004,28,1,0,1,2
AUS,Shooting,2008,26,0,0,1,1
AUS,Shooting,2012,22,0,0,0,0
AUS,Shooting,2016,23,1,0,0,1
AUS,Shooting,2020,28,0,0,0,0
AUS,Shooting,2024,15,0,0,1,1
AUS,Skateboarding,2020,5,1,0,0,1
AUS,Skateboarding,2024,9,2,0,0,2
AUS,Sport Climbing,2020,2,0,0,0,0
AUS,Sport Climbing,2024,2,0,0,0,0
AUS,Surfing,2020,4,0,0,1,1
AUS,Surfing,2024,4,0,1,0,1
AUS,Table Tennis,1988,5,0,0,0,0
AUS,Table Tennis,1992,3,0,0,0,0
AUS,Table Tennis,1996,7,0,0,0,0
AUS,Table Tennis,2000,14,0,0,0,0
AUS,Table Tennis,2004,11,0,0,0,0
AUS,Table Tennis,2008,12,0,0,0,0
AUS,Table Tennis,2012,10,0,0,0,0
AUS,Table Tennis,2016,10,0,0,0,0
AUS,Table Tennis,2020,12,0,0,0,0
AUS,Table Tennis,2024,12,0,0,0,0
AUS,Taekwondo,2000,8,1,1,0,2
AUS,Taekwondo,2004,4,0,0,0,0
AUS,Taekwondo,2008,4,0,0,0,0
AUS,Taekwondo,2012,2,0,0,0,0
AUS,Taekwondo,2016,4,0,0,0,0
AUS,Taekwondo,2020,4,0,0,0,0
AUS,Taekwondo,2024,3,0,0,0,0
AUS,Tennis,1896,2,0,0,1,1
AUS,Tennis,1920,1,0,0,0,0
AUS,Tennis,1924,4,0,0,0,0
AUS,Tennis,1988,10,0,0,2,2
AUS,Tennis,1992,10,0,0,2,2
AUS,Tennis,1996,8,2,0,0,2
AUS,Tennis,2000,11,0,2,0,2
AUS,Tennis,2004,11,0,0,1,1
AUS,Tennis,2008,13,0,0,0,0
AUS,Tennis,2012,9,0,0,0,0
AUS,Tennis,2016,14,0,0,0,0
AUS,Tennis,2020,17,0,0,2,2
AUS,Tennis,2024,15,2,0,0,2
AUS,Trampoline Gymnastics,2020,2,0,0,0,0
AUS,Trampoline Gymnastics,2024,1,0,0,0,0
AUS,Triathlon,2000,6,0,1,0,1
AUS,Triathlon,2004,6,0,1,0,1
AUS,Triathlon,2008,5,1,0,1,2
AUS,Triathlon,2012,6,0,0,1,1
AUS,Triathlon,2016,6,0,0,0,0
AUS,Triathlon,2020,12,0,0,0,0
AUS,Triathlon,2024,4,0,0,0,0
AUS,Volleyball,2000,24,0,0,0,0
AUS,Volleyball,2004,12,0,0,0,0
AUS,Volleyball,2012,12,0,0,0,0
AUS,Weightlifting,1948,2,0,0,0,0
AUS,Weightlifting,1952,3,0,0,1,1
AUS,Weightlifting,1956,7,0,0,0,0
AUS,Weightlifting,1960,7,0,0,0,0
AUS,Weightlifting,1964,7,0,0,0,0
AUS,Weightlifting,1968,2,0,0,0,0
AUS,Weightlifting,1972,3,0,0,0,0
AUS,Weightlifting,1976,3,0,0,0,0
AUS,Weightlifting,1980,5,0,0,0,0
AUS,Weightlifting,1984,4,1,1,0,2
AUS,Weightlifting,1988,4,0,0,0,0
AUS,Weightlifting,1992,4,0,0,0,0
AUS,Weightlifting,1996,7,0,0,1,1
AUS,Weightlifting,2000,12,0,0,0,0
AUS,Weightlifting,2004,2,0,0,0,0
AUS,Weightlifting,2008,2,0,0,0,0
AUS,Weightlifting,2012,2,0,0,0,0
AUS,Weightlifting,2016,2,0,0,0,0
AUS,Weightlifting,2020,5,0,0,0,0
AUS,Weightlifting,2024,3,0,0,0,0
AUS,Wrestling,1924,1,0,0,0,0
AUS,Wrestling,1928,3,0,0,0,0
AUS,Wrestling,1932,1,0,0,1,1
AUS,Wrestling,1936,3,0,0,0,0
AUS,Wrestling,1948,4,0,1,1,2
AUS,Wrestling,1952,4,0,0,0,0
AUS,Wrestling,1956,15,0,0,0,0
AUS,Wrestling,1960,12,0,0,0,0
AUS,Wrestling,1964,8,0,0,0,0
AUS,Wrestling,1968,4,0,0,0,0
AUS,Wrestling,1972,3,0,0,0,0
AUS,Wrestling,1976,3,0,0,0,0
AUS,Wrestling,1980,3,0,0,0,0
AUS,Wrestling,1984,3,0,0,0,0
AUS,Wrestling,1988,3,0,0,0,0
AUS,Wrestling,1992,2,0,0,0,0
AUS,Wrestling,1996,9,0,0,0,0
AUS,Wrestling,2000,11,0,0,0,0
AUS,Wrestling,2004,1,0,0,0,0
AUS,Wrestling,2008,4,0,0,0,0
AUS,Wrestling,2012,1,0,0,0,0
AUS,Wrestling,2016,3,0,0,0,0
AUS,Wrestling,2024,2,0,0,0,0
AUT,Archery,1976,1,0,0,0,0
AUT,Archery,1980,1,0,0,0,0
AUT,Archery,1984,1,0,0,0,0
AUT,Archery,2016,1,0,0,0,0
AUT,Archery,2024,1,0,0,0,0
AUT,Artistic Gymnastics,2020,5,0,0,0,0
AUT,Artistic Gymnastics,2024,6,0,0,0,0
AUT,Athletics,1900,3,0,0,0,0
AUT,Athletics,1906,32,0,0,0,0
AUT,Athletics,1908,4,0,0,0,0
AUT,Athletics,1912,27,0,0,0,0
AUT,Athletics,1924,7,0,0,0,0
AUT,Athletics,1928,7,0,0,0,0
AUT,Athletics,1932,2,0,0,0,0
AUT,Athletics,1936,41,0,0,0,0
AUT,Athletics,1948,24,1,0,1,2
AUT,Athletics,1952,19,0,0,0,0
AUT,Athletics,1956,3,0,0,0,0
AUT,Athletics,1960,11,0,0,0,0
AUT,Athletics,1964,11,0,0,0,0
AUT,Athletics,1968,12,0,1,1,2
AUT,Athletics,1972,20,0,0,1,1
AUT,Athletics,1976,6,0,0,0,0
AUT,Athletics,1980,11,0,0,0,0
AUT,Athletics,1984,6,0,0,0,0
AUT,Athletics,1988,11,0,0,0,0
AUT,Athletics,1992,20,0,0,0,0
AUT,Athletics,1996,13,0,0,1,1
AUT,Athletics,2000,14,0,1,0,1
AUT,Athletics,2004,7,0,0,0,0
AUT,Athletics,2008,3,0,0,0,0
AUT,Athletics,2012,7,0,0,0,0
AUT,Athletics,2016,6,0,0,0,0
AUT,Athletics,2020,7,0,0,1,1
AUT,Athletics,2024,7,0,0,0,0
AUT,Badminton,1992,4,0,0,0,0
AUT,Badminton,1996,1,0,0,0,0
AUT,Badminton,2012,2,0,0,0,0
AUT,Badminton,2016,2,0,0,0,0
AUT,Badminton,2020,1,0,0,0,0
AUT,Badminton,2024,1,0,0,0,0
AUT,Beach Volleyball,2000,2,0,0,0,0
AUT,Beach Volleyball,2004,4,0,0,0,0
AUT,Beach Volleyball,2008,6,0,0,0,0
AUT,Beach Volleyball,2012,4,0,0,0,0
AUT,Beach Volleyball,2016,4,0,0,0,0
AUT,Beach Volleyball,2024,2,0,0,0,0
AUT,Boxing,1924,3,0,0,0,0
AUT,Boxing,1928,1,0,0,0,0
AUT,Boxing,1936,6,0,0,0,0
AUT,Boxing,1948,5,0,0,0,0
AUT,Boxing,1952,4,0,0,0,0
AUT,Boxing,1956,1,0,0,0,0
AUT,Boxing,1960,5,0,0,0,0
AUT,Boxing,1964,3,0,0,0,0
